|acc|,|gyr|,|id|,|quat|,|timestamp|
|[-337920.0, 153600.0, 4159488.0]|,|[80.0, -736.0, -64.0]|,|Myo1|,|[0.9952255630487273, 0.022828234319547627, 0.03766048282128579, -0.087101311160413]|,1517244843.811922
|[-319488.0, 184320.0, 4124672.0]|,|[-336.0, -608.0, 368.0]|,|Myo1|,|[0.9952673437316182, 0.02264468198972344, 0.037232495993884895, -0.08685547835950526]|,1517244843.812419
|[-290816.0, 174080.0, 4141056.0]|,|[-272.0, -272.0, 112.0]|,|Myo1|,|[0.9952843799733571, 0.02252299375752292, 0.03698898161804577, -0.08679592716313711]|,1517244843.813095
|[-473088.0, -114688.0, 4061184.0]|,|[-464.0, -64.0, -752.0]|,|Myo2|,|[0.8749747601593876, -0.040406926489397595, 0.04638861651350781, 0.4802442562214204]|,1517244843.828902
|[-485376.0, -86016.0, 4110336.0]|,|[-48.0, 304.0, -112.0]|,|Myo2|,|[0.8750051062535437, -0.04046654474372903, 0.04657009598712707, 0.48016637631812414]|,1517244843.829593
|[-294912.0, 139264.0, 4182016.0]|,|[288.0, 208.0, -464.0]|,|Myo1|,|[0.9952552266368652, 0.022644406297208205, 0.0369878981566258, -0.0870985654612294]|,1517244843.86187
|[-333824.0, 145408.0, 4235264.0]|,|[240.0, 560.0, -416.0]|,|Myo1|,|[0.9952148753234554, 0.022766951762995945, 0.037415928768676984, -0.08734452539637318]|,1517244843.862323
|[-499712.0, -86016.0, 4091904.0]|,|[304.0, 784.0, 560.0]|,|Myo2|,|[0.8747945592372732, -0.04046809885391516, 0.04718226306798857, 0.48049000630168953]|,1517244843.878995
|[-499712.0, -92160.0, 4087808.0]|,|[0.0, 560.0, 224.0]|,|Myo2|,|[0.8747094112237133, -0.040589055785623426, 0.04754717963458744, 0.48059883497142686]|,1517244843.879444
|[-528384.0, -92160.0, 4075520.0]|,|[-544.0, 384.0, -432.0]|,|Myo2|,|[0.8748038349315069, -0.04107891298555011, 0.047671071384419964, 0.480373024065794]|,1517244843.880412
|[-352256.0, 133120.0, 4214784.0]|,|[-480.0, 832.0, 240.0]|,|Myo1|,|[0.9952147307217276, 0.022461761478417403, 0.038026297285472944, -0.08716140051951102]|,1517244843.91181
|[-360448.0, 178176.0, 4151296.0]|,|[-208.0, 448.0, 608.0]|,|Myo1|,|[0.9952391396444765, 0.022401273489697816, 0.038393463283433044, -0.08673626601869372]|,1517244843.912312
|[-378880.0, 153600.0, 4128768.0]|,|[-128.0, 224.0, 224.0]|,|Myo1|,|[0.9952368054612618, 0.022401220950891327, 0.038454411986543695, -0.08673606259187078]|,1517244843.919782
|[-534528.0, -94208.0, 4081664.0]|,|[0.0, -96.0, -480.0]|,|Myo2|,|[0.874977201761079, -0.041017417480533315, 0.047670540256393626, 0.4800624828636823]|,1517244843.928804
