|acc|,|gyr|,|id|,|quat|,|timestamp|
|[-323584.0, -81920.0, 4145152.0]|,|[-304.0, -432.0, 0.0]|,|Myo1|,|[0.9988970481683639, -0.010742797462733397, 0.03796602285125098, -0.02545310535204447]|,1517245279.070929
|[-464896.0, -2048.0, 4184064.0]|,|[-512.0, -1264.0, 16.0]|,|Myo2|,|[0.9164594397614352, -0.023193778695261097, 0.05285740092130555, 0.3959422168319967]|,1517245279.081285
|[-438272.0, -14336.0, 4028416.0]|,|[-608.0, -912.0, -32.0]|,|Myo2|,|[0.9164949887824908, -0.02331675562536873, 0.05206594907968463, 0.3959575752402276]|,1517245279.081999
|[-307200.0, -96256.0, 4186112.0]|,|[-400.0, -784.0, -48.0]|,|Myo1|,|[0.9989129310097564, -0.010986455308673846, 0.037476019775143005, -0.025451954798427743]|,1517245279.112927
|[-278528.0, -92160.0, 4167680.0]|,|[-320.0, -640.0, -48.0]|,|Myo1|,|[0.9989290819598072, -0.011230780342209735, 0.036927294059983094, -0.025513403168715594]|,1517245279.113556
|[-405504.0, -4096.0, 4044800.0]|,|[-464.0, -224.0, -80.0]|,|Myo2|,|[0.9165403896159653, -0.023499470564873913, 0.051698835242722604, 0.3958897820357719]|,1517245279.131324
|[-405504.0, -14336.0, 4040704.0]|,|[-304.0, 384.0, -16.0]|,|Myo2|,|[0.9165351037821606, -0.023743483975177178, 0.051698537087339506, 0.39588749887660457]|,1517245279.131921
|[-438272.0, -16384.0, 4059136.0]|,|[-224.0, 800.0, 0.0]|,|Myo2|,|[0.9165012392684935, -0.024049383168284144, 0.05206630416889943, 0.39589923662307347]|,1517245279.132665
|[-260096.0, -110592.0, 4147200.0]|,|[-192.0, -432.0, 16.0]|,|Myo1|,|[0.9989449285150314, -0.011353034138078689, 0.036500615132102454, -0.025452770083757063]|,1517245279.162803
|[-260096.0, -108544.0, 4188160.0]|,|[-112.0, 0.0, 16.0]|,|Myo1|,|[0.9989449285150314, -0.011353034138078689, 0.036500615132102454, -0.025452770083757063]|,1517245279.163415
|[-276480.0, -114688.0, 4163584.0]|,|[-16.0, 464.0, -16.0]|,|Myo1|,|[0.9989337487626869, -0.011413944214751464, 0.03674435517262236, -0.025513522362385622]|,1517245279.164157
|[-464896.0, -22528.0, 4071424.0]|,|[-48.0, 1024.0, -32.0]|,|Myo2|,|[0.9164681187834331, -0.024353698261377944, 0.052613754138616006, 0.39588492963232413]|,1517245279.181229
|[-514048.0, -10240.0, 4110336.0]|,|[-64.0, 800.0, -80.0]|,|Myo2|,|[0.9164538063818768, -0.024658497354530684, 0.05322329131968009, 0.3958177112478502]|,1517245279.181908
|[-311296.0, -116736.0, 4175872.0]|,|[-96.0, 720.0, -64.0]|,|Myo1|,|[0.9989150093772661, -0.011474766085966395, 0.037231953789571816, -0.025513043744329538]|,1517245279.212983
|[-315392.0, -120832.0, 4177920.0]|,|[-128.0, 848.0, -16.0]|,|Myo1|,|[0.9988890244866295, -0.011597245013899152, 0.03784364162430249, -0.02557497716223023]|,1517245279.213531
|[-514048.0, -18432.0, 4073472.0]|,|[-96.0, 480.0, -80.0]|,|Myo2|,|[0.9164524765780399, -0.02490260475816452, 0.05358942886683443, 0.395756101107693]|,1517245279.231305
|[-516096.0, 4096.0, 4075520.0]|,|[-32.0, -112.0, 32.0]|,|Myo2|,|[0.9164538678363661, -0.024841606673952778, 0.05358951022046816, 0.3957567019014983]|,1517245279.231902
|[-516096.0, -8192.0, 4046848.0]|,|[-16.0, -560.0, 64.0]|,|Myo2|,|[0.9164353056634215, -0.024781719335243712, 0.05334783916010592, 0.39583608347058]|,1517245279.232646
|[-360448.0, -116736.0, 4136960.0]|,|[-144.0, 560.0, 16.0]|,|Myo1|,|[0.9988705830327026, -0.011719104915507417, 0.03833123899447218, -0.02551346799313594]|,1517245279.262917
|[-360448.0, -129024.0, 4153344.0]|,|[-160.0, 160.0, 64.0]|,|Myo1|,|[0.9988682441986567, -0.011719077475474616, 0.038392186104549655, -0.025513408253897862]|,1517245279.263396
|[-356352.0, -129024.0, 4143104.0]|,|[-256.0, -400.0, 16.0]|,|Myo1|,|[0.9988723618228168, -0.011963274238757843, 0.03820923302786944, -0.025513513427554993]|,1517245279.264318
|[-479232.0, -12288.0, 4038656.0]|,|[-80.0, -912.0, 16.0]|,|Myo2|,|[0.9164773153332784, -0.024537054995935923, 0.05279739445642929, 0.39582786479762305]|,1517245279.281281
|[-466944.0, -14336.0, 4083712.0]|,|[32.0, -928.0, -16.0]|,|Myo2|,|[0.9165121442056747, -0.024293828397859377, 0.05218900321650695, 0.39584290743748257]|,1517245279.281893
|[-342016.0, -120832.0, 4202496.0]|,|[-64.0, -784.0, -48.0]|,|Myo1|,|[0.9988878466294034, -0.01202449775655316, 0.037782558940641656, -0.025513908945376758]|,1517245279.312915
|[-303104.0, -118784.0, 4149248.0]|,|[144.0, -848.0, -48.0]|,|Myo1|,|[0.998910004199084, -0.01196299406226448, 0.03717073155060749, -0.02557395159228988]|,1517245279.313513
|[-448512.0, -38912.0, 4108288.0]|,|[288.0, -496.0, -48.0]|,|Myo2|,|[0.91654321695996, -0.02398784524941824, 0.051882108045815535, 0.3958299655024867]|,1517245279.331272
|[-432128.0, -20480.0, 4126720.0]|,|[384.0, 192.0, 0.0]|,|Myo2|,|[0.9165414157202718, -0.023804685144572856, 0.052004081392759166, 0.3958291875962948]|,1517245279.331885
|[-462848.0, -6144.0, 4091904.0]|,|[464.0, 880.0, 80.0]|,|Myo2|,|[0.91650371662024, -0.023744252132219337, 0.05261579778399247, 0.3958392675512658]|,1517245279.332631
|[-274432.0, -102400.0, 4194304.0]|,|[272.0, -480.0, 16.0]|,|Myo1|,|[0.9989279487627573, -0.01178009862588367, 0.03674414182788585, -0.02557441100645211]|,1517245279.362924
|[-296960.0, -112640.0, 4200448.0]|,|[400.0, 144.0, 48.0]|,|Myo1|,|[0.9989301072366517, -0.011535976430876645, 0.036805258136606435, -0.025513429355060516]|,1517245279.363381
|[-290816.0, -98304.0, 4175872.0]|,|[368.0, 624.0, 16.0]|,|Myo1|,|[0.9989200462626385, -0.011230678755488542, 0.03717110522876371, -0.02551317239018593]|,1517245279.364305
|[-495616.0, -4096.0, 4055040.0]|,|[464.0, 1232.0, 48.0]|,|Myo2|,|[0.9164450846213554, -0.02380535386987669, 0.05359256589167111, 0.3958403072978213]|,1517245279.381194
|[-526336.0, 2048.0, 4040704.0]|,|[384.0, 992.0, 0.0]|,|Myo2|,|[0.9164014487812733, -0.02386525685849726, 0.054444524597901674, 0.39582145966075377]|,1517245279.381998
|[-319488.0, -104448.0, 4163584.0]|,|[272.0, 832.0, 0.0]|,|Myo1|,|[0.9988991006393437, -0.011048013273187975, 0.03778298461935556, -0.025514196398853998]|,1517245279.412893
|[-335872.0, -102400.0, 4165632.0]|,|[224.0, 576.0, -16.0]|,|Myo1|,|[0.9988833306182734, -0.010864725502600224, 0.0382096526102682, -0.025574831379716258]|,1517245279.413495
|[-550912.0, 8192.0, 4057088.0]|,|[224.0, 304.0, -48.0]|,|Myo2|,|[0.9164035193838752, -0.023804274181411438, 0.05487190381817662, 0.39576131741608145]|,1517245279.431363
|[-538624.0, -2048.0, 4087808.0]|,|[144.0, -528.0, -16.0]|,|Myo2|,|[0.9164166909982879, -0.02362150389079109, 0.054689580067568, 0.3957670057568202]|,1517245279.431866
|[-503808.0, 22528.0, 4104192.0]|,|[64.0, -1184.0, 32.0]|,|Myo2|,|[0.9164328387795198, -0.023255688795457374, 0.054080158196260456, 0.39583501794892667]|,1517245279.432611
|[-346112.0, -98304.0, 4175872.0]|,|[192.0, 128.0, 0.0]|,|Myo1|,|[0.9988833306182734, -0.010864725502600224, 0.0382096526102682, -0.025574831379716258]|,1517245279.463042
|[-358400.0, -102400.0, 4173824.0]|,|[160.0, -416.0, 16.0]|,|Myo1|,|[0.9988908573375189, -0.010742730882456666, 0.03808786403780091, -0.02551398584583458]|,1517245279.463489
|[-323584.0, -100352.0, 4169728.0]|,|[144.0, -720.0, 0.0]|,|Myo1|,|[0.9989101028133922, -0.010681245752923356, 0.03759798505029021, -0.025512918426982646]|,1517245279.464233
|[-401408.0, -28672.0, 3995648.0]|,|[80.0, -1312.0, 32.0]|,|Myo2|,|[0.9164996002322053, -0.022828561470985335, 0.05310387294052739, 0.3958374896773794]|,1517245279.481452
|[-577536.0, -96256.0, 4319232.0]|,|[-3376.0, -160.0, 6800.0]|,|Myo2|,|[0.9145835256663015, -0.024964272690704573, 0.05230900170154968, 0.40022184849132003]|,1517245279.481982
|[-307200.0, -90112.0, 4128768.0]|,|[96.0, -672.0, -16.0]|,|Myo1|,|[0.9989267076466036, -0.010620386602133021, 0.037171353107465575, -0.025513342526963235]|,1517245279.513065
|[-294912.0, -96256.0, 4141056.0]|,|[-32.0, -400.0, -32.0]|,|Myo1|,|[0.9989364357394701, -0.010620490029247696, 0.03686652860727361, -0.0255746282888206]|,1517245279.51398
|[264192.0, 614400.0, 4515840.0]|,|[8656.0, 2576.0, 400.0]|,|Myo2|,|[0.9146006684411637, -0.017823237799307248, 0.0548125600814312, 0.40022935017143024]|,1517245279.531553
|[-389120.0, 567296.0, 5033984.0]|,|[8752.0, 23424.0, -2560.0]|,|Myo2|,|[0.9144010966759498, -0.01727358055932807, 0.0714137429484588, 0.39808583889730625]|,1517245279.531889
|[-1415168.0, 495616.0, 5814272.0]|,|[-2848.0, 23184.0, -6432.0]|,|Myo2|,|[0.9147253627519105, -0.025025850709214155, 0.08636970427692202, 0.39394351335919064]|,1517245279.532742
|[129024.0, 55296.0, 3891200.0]|,|[1968.0, -7184.0, -3632.0]|,|Myo1|,|[0.9990902211490491, -0.009155326114750893, 0.03082293125299467, -0.028015297911137733]|,1517245279.562995
|[-30720.0, 36864.0, 4210688.0]|,|[-2032.0, 12448.0, -1008.0]|,|Myo1|,|[0.9987972499431786, -0.009948909297282945, 0.03845283961526537, -0.028748075331412683]|,1517245279.563432
|[-595968.0, -77824.0, 4622336.0]|,|[-5088.0, 11632.0, 3712.0]|,|Myo1|,|[0.9984701591162014, -0.012879154149255318, 0.04699975684799334, -0.02612454017005344]|,1517245279.564376
|[-1112064.0, -393216.0, 5922816.0]|,|[2704.0, 6464.0, -3648.0]|,|Myo2|,|[0.9154161230238321, -0.02673371528766759, 0.0904551736445739, 0.39130102445031256]|,1517245279.581283
|[323584.0, 454656.0, 4227072.0]|,|[2400.0, 9952.0, -8416.0]|,|Myo2|,|[0.9172944187431822, -0.026185740327443783, 0.09448840565706987, 0.3859497344765199]|,1517245279.582001
|[-802816.0, -282624.0, 4540416.0]|,|[496.0, -432.0, 2928.0]|,|Myo1|,|[0.998481837505757, -0.012878517495795265, 0.04779089667870944, -0.02417010866509443]|,1517245279.612836
|[-481280.0, -40960.0, 3665920.0]|,|[1520.0, -6080.0, -2032.0]|,|Myo1|,|[0.9986324472322438, -0.011841250214721306, 0.04406898275788033, -0.025513621596667556]|,1517245279.613563
|[-237568.0, 235520.0, 3944448.0]|,|[1920.0, 22272.0, -10208.0]|,|Myo2|,|[0.9186216995445282, -0.030396917366988376, 0.10718270461130841, 0.3791069352738249]|,1517245279.631362
|[-663552.0, 86016.0, 4167680.0]|,|[6992.0, 39904.0, -1648.0]|,|Myo2|,|[0.9159475009831091, -0.03637909573410189, 0.13355278769499151, 0.3766701338509107]|,1517245279.631848
|[-731136.0, 22528.0, 4431872.0]|,|[3168.0, 50256.0, 9008.0]|,|Myo2|,|[0.9086990689012179, -0.04632918608826657, 0.165295699508598, 0.3805219315866321]|,1517245279.632677
|[-153600.0, 28672.0, 4153344.0]|,|[-6928.0, -224.0, -1840.0]|,|Myo1|,|[0.99857233992093, -0.016113881279897647, 0.04345864951245123, -0.026551281654376806]|,1517245279.66287
|[-286720.0, -290816.0, 4515840.0]|,|[-6816.0, 1296.0, 1744.0]|,|Myo1|,|[0.9984898423796225, -0.020935388222764872, 0.044129112784428576, -0.025146880314224858]|,1517245279.663425
|[-315392.0, -471040.0, 4124672.0]|,|[1696.0, 5008.0, -544.0]|,|Myo1|,|[0.9983380354413542, -0.02056981645535194, 0.04730447404420699, -0.025697011061433732]|,1517245279.664154
|[-940032.0, 358400.0, 3602432.0]|,|[80.0, 73664.0, 14304.0]|,|Myo2|,|[0.8955994059700648, -0.06335665394922152, 0.21076158582530047, 0.3866098710157698]|,1517245279.681293
|[-2207744.0, 331776.0, 3162112.0]|,|[-2912.0, 94096.0, 13728.0]|,|Myo2|,|[0.8764365798175972, -0.08777183660266764, 0.2675881305049339, 0.39057856913801825]|,1517245279.688778
|[-403456.0, -243712.0, 3975168.0]|,|[-1360.0, 7072.0, -2736.0]|,|Myo1|,|[0.9980237894598342, -0.021607266923661016, 0.05212600551640257, -0.027649977165023844]|,1517245279.712771
|[-444416.0, -235520.0, 3905536.0]|,|[-1776.0, 4128.0, -1232.0]|,|Myo1|,|[0.9978190342791496, -0.02288855749049921, 0.0549935741305061, -0.02844284744152702]|,1517245279.71355
|[-2891776.0, 440320.0, 2807808.0]|,|[-7200.0, 95056.0, 13456.0]|,|Myo2|,|[0.853119107077409, -0.11462815218511656, 0.32294864388256217, 0.3933857512423196]|,1517245279.731267
|[-2844672.0, 212992.0, 1998848.0]|,|[-7584.0, 85392.0, 13904.0]|,|Myo2|,|[0.8284200907046266, -0.1388024820411377, 0.37129969140555874, 0.3957152555288899]|,1517245279.731904
|[-2783232.0, 309248.0, 1470464.0]|,|[-6016.0, 61120.0, 14560.0]|,|Myo2|,|[0.8075181741692398, -0.15497268663761904, 0.4055901940555252, 0.3992423565563868]|,1517245279.732644
|[-489472.0, -301056.0, 3696640.0]|,|[2256.0, 2208.0, -1088.0]|,|Myo1|,|[0.9977279060405331, -0.02172954450938638, 0.05664330703570382, -0.029298262259846806]|,1517245279.762908
|[-587776.0, -223232.0, 4038656.0]|,|[1120.0, 5264.0, -1552.0]|,|Myo1|,|[0.9974812546738807, -0.020997035344989288, 0.06048855240373368, -0.030518946722368153]|,1517245279.76342
|[-604160.0, -114688.0, 4466688.0]|,|[2416.0, 3088.0, -1296.0]|,|Myo1|,|[0.9973570980534953, -0.019104820788907222, 0.06262474801731249, -0.03149548730695249]|,1517245279.764137
|[-3328000.0, 333824.0, 1849344.0]|,|[-4656.0, 38864.0, 12448.0]|,|Myo2|,|[0.7924583289575335, -0.1646809344163464, 0.4271449885269059, 0.4030349184400057]|,1517245279.781255
|[-3999744.0, 112640.0, 2351104.0]|,|[-2224.0, 9248.0, 6832.0]|,|Myo2|,|[0.7873909757124373, -0.16754947506439075, 0.43282088440130956, 0.40571998570236983]|,1517245279.781921
|[-468992.0, -43008.0, 4483072.0]|,|[3280.0, 1440.0, -736.0]|,|Myo1|,|[0.9973430434790348, -0.016541001516696355, 0.0632342345804333, -0.03216644944390767]|,1517245279.812894
|[-544768.0, -126976.0, 4407296.0]|,|[-416.0, 2512.0, -560.0]|,|Myo1|,|[0.9972232637805163, -0.016663113662142303, 0.06488238030350647, -0.03253274572132545]|,1517245279.820211
|[-4548608.0, 387072.0, 2521088.0]|,|[-2400.0, -34048.0, -10624.0]|,|Myo2|,|[0.7996627659447068, -0.16266706902088723, 0.41298513658361086, 0.4043787363089598]|,1517245279.83124
|[-4229120.0, 430080.0, 2664448.0]|,|[-5312.0, -78832.0, -27968.0]|,|Myo2|,|[0.8273377179253982, -0.1516124597068749, 0.3654812434479738, 0.3986846162662266]|,1517245279.831888
|[-3463168.0, 354304.0, 2326528.0]|,|[-1008.0, -119632.0, -36304.0]|,|Myo2|,|[0.8634565362088714, -0.1284258837963711, 0.29384135199416844, 0.3893672589054426]|,1517245279.832623
|[-755712.0, -81920.0, 4251648.0]|,|[-1056.0, 1584.0, 16.0]|,|Myo1|,|[0.9971093826068936, -0.017090513413928147, 0.06653092721850601, -0.03247197548646348]|,1517245279.863023
